Ref_Date,GEO,CHAR,DURATION,Vector,Coordinate,Value
2006,British Columbia,"Age group, 45 to 54 years","Total travel (x 1,000)",v52857798,11.24.1,3722.0
2007,British Columbia,"Age group, 45 to 54 years","Total travel (x 1,000)",v52857798,11.24.1,3656.0
2008,British Columbia,"Age group, 45 to 54 years","Total travel (x 1,000)",v52857798,11.24.1,3883.0
2009,British Columbia,"Age group, 45 to 54 years","Total travel (x 1,000)",v52857798,11.24.1,4766.0
2010,British Columbia,"Age group, 45 to 54 years","Total travel (x 1,000)",v52857798,11.24.1,4070.0
2006,British Columbia,"Age group, 45 to 54 years","Overnight travel (x 1,000)",v52857799,11.24.2,1877.0
2007,British Columbia,"Age group, 45 to 54 years","Overnight travel (x 1,000)",v52857799,11.24.2,1992.0
2008,British Columbia,"Age group, 45 to 54 years","Overnight travel (x 1,000)",v52857799,11.24.2,2064.0
2009,British Columbia,"Age group, 45 to 54 years","Overnight travel (x 1,000)",v52857799,11.24.2,2434.0
2010,British Columbia,"Age group, 45 to 54 years","Overnight travel (x 1,000)",v52857799,11.24.2,1925.0
2006,British Columbia,"Age group, 55 to 64 years","Total travel (x 1,000)",v52857800,11.25.1,2689.0
2007,British Columbia,"Age group, 55 to 64 years","Total travel (x 1,000)",v52857800,11.25.1,2925.0
2008,British Columbia,"Age group, 55 to 64 years","Total travel (x 1,000)",v52857800,11.25.1,3013.0
2009,British Columbia,"Age group, 55 to 64 years","Total travel (x 1,000)",v52857800,11.25.1,3233.0
2010,British Columbia,"Age group, 55 to 64 years","Total travel (x 1,000)",v52857800,11.25.1,4115.0
2006,British Columbia,"Age group, 55 to 64 years","Overnight travel (x 1,000)",v52857801,11.25.2,1409.0
2007,British Columbia,"Age group, 55 to 64 years","Overnight travel (x 1,000)",v52857801,11.25.2,1316.0
2008,British Columbia,"Age group, 55 to 64 years","Overnight travel (x 1,000)",v52857801,11.25.2,1379.0
2009,British Columbia,"Age group, 55 to 64 years","Overnight travel (x 1,000)",v52857801,11.25.2,1646.0
2010,British Columbia,"Age group, 55 to 64 years","Overnight travel (x 1,000)",v52857801,11.25.2,2012.0
2006,British Columbia,"Age group, 65 to 69 years","Total travel (x 1,000)",v52857802,11.26.1,912.0
2007,British Columbia,"Age group, 65 to 69 years","Total travel (x 1,000)",v52857802,11.26.1,1194.0
2008,British Columbia,"Age group, 65 to 69 years","Total travel (x 1,000)",v52857802,11.26.1,960.0
2009,British Columbia,"Age group, 65 to 69 years","Total travel (x 1,000)",v52857802,11.26.1,1162.0
2010,British Columbia,"Age group, 65 to 69 years","Total travel (x 1,000)",v52857802,11.26.1,1273.0
2006,British Columbia,"Age group, 65 to 69 years","Overnight travel (x 1,000)",v52857803,11.26.2,430.0
2007,British Columbia,"Age group, 65 to 69 years","Overnight travel (x 1,000)",v52857803,11.26.2,536.0
2008,British Columbia,"Age group, 65 to 69 years","Overnight travel (x 1,000)",v52857803,11.26.2,428.0
2009,British Columbia,"Age group, 65 to 69 years","Overnight travel (x 1,000)",v52857803,11.26.2,474.0
2010,British Columbia,"Age group, 65 to 69 years","Overnight travel (x 1,000)",v52857803,11.26.2,552.0
2006,British Columbia,"Age group, 70 years and over","Total travel (x 1,000)",v52857804,11.27.1,1226.0
2007,British Columbia,"Age group, 70 years and over","Total travel (x 1,000)",v52857804,11.27.1,1425.0
2008,British Columbia,"Age group, 70 years and over","Total travel (x 1,000)",v52857804,11.27.1,1305.0
2009,British Columbia,"Age group, 70 years and over","Total travel (x 1,000)",v52857804,11.27.1,1456.0
2010,British Columbia,"Age group, 70 years and over","Total travel (x 1,000)",v52857804,11.27.1,1742.0
2006,British Columbia,"Age group, 70 years and over","Overnight travel (x 1,000)",v52857805,11.27.2,519.0
2007,British Columbia,"Age group, 70 years and over","Overnight travel (x 1,000)",v52857805,11.27.2,611.0
2008,British Columbia,"Age group, 70 years and over","Overnight travel (x 1,000)",v52857805,11.27.2,526.0
2009,British Columbia,"Age group, 70 years and over","Overnight travel (x 1,000)",v52857805,11.27.2,603.0
2010,British Columbia,"Age group, 70 years and over","Overnight travel (x 1,000)",v52857805,11.27.2,593.0
2006,British Columbia,"Educational attainment, grade 8 or lower","Total travel (x 1,000)",v52857806,11.28.1,238.0
2007,British Columbia,"Educational attainment, grade 8 or lower","Total travel (x 1,000)",v52857806,11.28.1,301.0
2008,British Columbia,"Educational attainment, grade 8 or lower","Total travel (x 1,000)",v52857806,11.28.1,186.0
2009,British Columbia,"Educational attainment, grade 8 or lower","Total travel (x 1,000)",v52857806,11.28.1,F
2010,British Columbia,"Educational attainment, grade 8 or lower","Total travel (x 1,000)",v52857806,11.28.1,223.0
2006,British Columbia,"Educational attainment, grade 8 or lower","Overnight travel (x 1,000)",v52857807,11.28.2,111.0
2007,British Columbia,"Educational attainment, grade 8 or lower","Overnight travel (x 1,000)",v52857807,11.28.2,102.0
2008,British Columbia,"Educational attainment, grade 8 or lower","Overnight travel (x 1,000)",v52857807,11.28.2,100.0
2009,British Columbia,"Educational attainment, grade 8 or lower","Overnight travel (x 1,000)",v52857807,11.28.2,87.0
2010,British Columbia,"Educational attainment, grade 8 or lower","Overnight travel (x 1,000)",v52857807,11.28.2,95.0
2006,British Columbia,"Educational attainment, grade 9 or 10","Total travel (x 1,000)",v52857808,11.29.1,698.0
2007,British Columbia,"Educational attainment, grade 9 or 10","Total travel (x 1,000)",v52857808,11.29.1,550.0
2008,British Columbia,"Educational attainment, grade 9 or 10","Total travel (x 1,000)",v52857808,11.29.1,670.0
2009,British Columbia,"Educational attainment, grade 9 or 10","Total travel (x 1,000)",v52857808,11.29.1,694.0
2010,British Columbia,"Educational attainment, grade 9 or 10","Total travel (x 1,000)",v52857808,11.29.1,600.0
2006,British Columbia,"Educational attainment, grade 9 or 10","Overnight travel (x 1,000)",v52857809,11.29.2,303.0
2007,British Columbia,"Educational attainment, grade 9 or 10","Overnight travel (x 1,000)",v52857809,11.29.2,263.0
2008,British Columbia,"Educational attainment, grade 9 or 10","Overnight travel (x 1,000)",v52857809,11.29.2,284.0
2009,British Columbia,"Educational attainment, grade 9 or 10","Overnight travel (x 1,000)",v52857809,11.29.2,361.0
2010,British Columbia,"Educational attainment, grade 9 or 10","Overnight travel (x 1,000)",v52857809,11.29.2,257.0
2006,British Columbia,"Educational attainment, grade 11 to 13 - non graduate","Total travel (x 1,000)",v52857810,11.30.1,670.0
2007,British Columbia,"Educational attainment, grade 11 to 13 - non graduate","Total travel (x 1,000)",v52857810,11.30.1,813.0
2008,British Columbia,"Educational attainment, grade 11 to 13 - non graduate","Total travel (x 1,000)",v52857810,11.30.1,642.0
2009,British Columbia,"Educational attainment, grade 11 to 13 - non graduate","Total travel (x 1,000)",v52857810,11.30.1,721.0
2010,British Columbia,"Educational attainment, grade 11 to 13 - non graduate","Total travel (x 1,000)",v52857810,11.30.1,667.0
2006,British Columbia,"Educational attainment, grade 11 to 13 - non graduate","Overnight travel (x 1,000)",v52857811,11.30.2,231.0
2007,British Columbia,"Educational attainment, grade 11 to 13 - non graduate","Overnight travel (x 1,000)",v52857811,11.30.2,278.0
2008,British Columbia,"Educational attainment, grade 11 to 13 - non graduate","Overnight travel (x 1,000)",v52857811,11.30.2,360.0
2009,British Columbia,"Educational attainment, grade 11 to 13 - non graduate","Overnight travel (x 1,000)",v52857811,11.30.2,373.0
2010,British Columbia,"Educational attainment, grade 11 to 13 - non graduate","Overnight travel (x 1,000)",v52857811,11.30.2,232.0
2006,British Columbia,"Educational attainment, grade 11 to 13 - graduate","Total travel (x 1,000)",v52857812,11.31.1,3780.0
2007,British Columbia,"Educational attainment, grade 11 to 13 - graduate","Total travel (x 1,000)",v52857812,11.31.1,3887.0
2008,British Columbia,"Educational attainment, grade 11 to 13 - graduate","Total travel (x 1,000)",v52857812,11.31.1,3764.0
2009,British Columbia,"Educational attainment, grade 11 to 13 - graduate","Total travel (x 1,000)",v52857812,11.31.1,4538.0
2010,British Columbia,"Educational attainment, grade 11 to 13 - graduate","Total travel (x 1,000)",v52857812,11.31.1,4401.0
2006,British Columbia,"Educational attainment, grade 11 to 13 - graduate","Overnight travel (x 1,000)",v52857813,11.31.2,2091.0
2007,British Columbia,"Educational attainment, grade 11 to 13 - graduate","Overnight travel (x 1,000)",v52857813,11.31.2,1837.0
2008,British Columbia,"Educational attainment, grade 11 to 13 - graduate","Overnight travel (x 1,000)",v52857813,11.31.2,1824.0
2009,British Columbia,"Educational attainment, grade 11 to 13 - graduate","Overnight travel (x 1,000)",v52857813,11.31.2,2387.0
2010,British Columbia,"Educational attainment, grade 11 to 13 - graduate","Overnight travel (x 1,000)",v52857813,11.31.2,2076.0
2006,British Columbia,"Educational attainment, some postsecondary","Total travel (x 1,000)",v52857814,11.32.1,1894.0
2007,British Columbia,"Educational attainment, some postsecondary","Total travel (x 1,000)",v52857814,11.32.1,2229.0
2008,British Columbia,"Educational attainment, some postsecondary","Total travel (x 1,000)",v52857814,11.32.1,2597.0
2009,British Columbia,"Educational attainment, some postsecondary","Total travel (x 1,000)",v52857814,11.32.1,2908.0
2010,British Columbia,"Educational attainment, some postsecondary","Total travel (x 1,000)",v52857814,11.32.1,2732.0
2006,British Columbia,"Educational attainment, some postsecondary","Overnight travel (x 1,000)",v52857815,11.32.2,967.0
2007,British Columbia,"Educational attainment, some postsecondary","Overnight travel (x 1,000)",v52857815,11.32.2,1165.0
2008,British Columbia,"Educational attainment, some postsecondary","Overnight travel (x 1,000)",v52857815,11.32.2,1143.0
2009,British Columbia,"Educational attainment, some postsecondary","Overnight travel (x 1,000)",v52857815,11.32.2,1328.0
2010,British Columbia,"Educational attainment, some postsecondary","Overnight travel (x 1,000)",v52857815,11.32.2,1190.0
2006,British Columbia,"Educational attainment, trade certificate or diploma","Total travel (x 1,000)",v52857816,11.33.1,2460.0
2007,British Columbia,"Educational attainment, trade certificate or diploma","Total travel (x 1,000)",v52857816,11.33.1,2200.0
2008,British Columbia,"Educational attainment, trade certificate or diploma","Total travel (x 1,000)",v52857816,11.33.1,2368.0
2009,British Columbia,"Educational attainment, trade certificate or diploma","Total travel (x 1,000)",v52857816,11.33.1,2951.0
2010,British Columbia,"Educational attainment, trade certificate or diploma","Total travel (x 1,000)",v52857816,11.33.1,3588.0
2006,British Columbia,"Educational attainment, trade certificate or diploma","Overnight travel (x 1,000)",v52857817,11.33.2,1170.0
2007,British Columbia,"Educational attainment, trade certificate or diploma","Overnight travel (x 1,000)",v52857817,11.33.2,1100.0
2008,British Columbia,"Educational attainment, trade certificate or diploma","Overnight travel (x 1,000)",v52857817,11.33.2,1072.0
2009,British Columbia,"Educational attainment, trade certificate or diploma","Overnight travel (x 1,000)",v52857817,11.33.2,1323.0
2010,British Columbia,"Educational attainment, trade certificate or diploma","Overnight travel (x 1,000)",v52857817,11.33.2,1568.0
2006,British Columbia,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857818,11.34.1,2867.0
2007,British Columbia,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857818,11.34.1,3094.0
2008,British Columbia,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857818,11.34.1,2885.0
2009,British Columbia,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857818,11.34.1,3295.0
2010,British Columbia,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857818,11.34.1,3491.0
2006,British Columbia,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857819,11.34.2,1491.0
2007,British Columbia,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857819,11.34.2,1598.0
2008,British Columbia,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857819,11.34.2,1602.0
2009,British Columbia,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857819,11.34.2,1647.0
2010,British Columbia,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857819,11.34.2,1743.0
2006,British Columbia,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857820,11.35.1,657.0
2007,British Columbia,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857820,11.35.1,659.0
2008,British Columbia,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857820,11.35.1,827.0
2009,British Columbia,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857820,11.35.1,531.0
2010,British Columbia,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857820,11.35.1,610.0
2006,British Columbia,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857821,11.35.2,345.0
2007,British Columbia,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857821,11.35.2,283.0
2008,British Columbia,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857821,11.35.2,312.0
2009,British Columbia,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857821,11.35.2,241.0
2010,British Columbia,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857821,11.35.2,294.0
2006,British Columbia,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857822,11.36.1,3160.0
2007,British Columbia,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857822,11.36.1,3117.0
2008,British Columbia,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857822,11.36.1,3384.0
2009,British Columbia,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857822,11.36.1,3941.0
2010,British Columbia,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857822,11.36.1,3862.0
2006,British Columbia,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857823,11.36.2,1757.0
2007,British Columbia,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857823,11.36.2,1780.0
2008,British Columbia,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857823,11.36.2,2025.0
